feelings,comments,questions
2,chicken nuggets are yum bt when i got my nuggets there was a hair!,tp011
2,nature is vegan poo,tp011
1,-,tp011
1,i hope this haens because we need to protect our native birds.,tp011
0,I think it is a great idea because it means the birds will be able to hear each other.,tp011
1,Because I will get to see my family again who are vaccinated. It will keep nz protected.,tp011
2,I just dont care that much ... :),tp011
0,-,tp011
1,i feel worried,tp011
3,open up to increased numers enterng ourcountry   ic properbility ofcontating virus,tp011
4,i hate peoplemostly americans,tp011
2,its bkt crncern f nd,tp011
1,because that  way we can protect our native animals and plants easier otherwise they could be a risk more because of more people.,tp011
0,Beacause we can have more anilmals and plants in NZ and we can teach our kids what animals were/ are,tp011
1,if everyone is vaccinated then there shouldnt be a problem about spreading covid19,tp011
2,cause fuken tihei maurigangsta,tp011
1,so nml dont die. :),tp011
1,idk,tp011
1,-,tp011
1,-,tp011
1,-,tp011
2,we need tourists for our economy,tp011
1,it will help all of the endangered animals,tp011
1,yes  we need to protect our environment,tp011
0,because thers somuch to explor I can't wait,tp011
1,It often gets easy to get tired of tourists and if this also means protecting the enviroment I'm intrested.,tp011
1,i think because if people are limited in new zealand there is hope to control covid more in new zealand. Mabe if we can do this until covid id over we might have a chance,tp011
1,-,tp011
1,iwant to go see my dad in melbourne,tp011
0,it will be nic to go on my final trip with my family before uni,tp011
0,tourism was degrading our natural envirnment before covid. It would be smart to limit numbers and charge more for tourism.,tp011
1,-,tp011
0,-,tp011
3,-,tp011
1,-,tp011
0,watch squud game it is on netflix,tp011
0,hjcdmcjVHVH,tp011
4,if you don't watch soocer or squid i will be angry,tp011
4,201$,tp011
0,ur mom,tp011
1,your mum,tp011
4,y name sginga,tp011
1,test,tp011
0,-,tp011
0,everybody should be free to go everywhere. no borders,tp011
1,nz relies on tourism to generate revenue. limit the places tourists can go,tp011
1,bringing tourist is essencil for nz but i feel that we shoud limit it to protect out contry so there is less chance of bring covid in,tp011
0,-,tp011
0,good so we can not be in lockdown,tp011
2,-,tp011
1,-,tp011
4,Tourist numbers should not be simply translated to the environment. very leading question.,tp011
3,toursm is imortant for our econmy,tp011
4,i think it is not proper and that as many tourists should be aloud,tp011
1,-,tp011
1,-,tp011
2,-,tp011
2,-,tp011
1,the remoteness of nz means international long haul is the only way to get here abd  cost of that needs paying,tp011
1,that means you  wish it will happen,tp011
0,-,tp011
1,-,tp011
2,i just want to see my name on the big screen,tp011
2,NOT WANTING TO HEAR,tp011
0,in exited to save da worldd,tp011
3,-,tp011
1,-,tp011
2,-,tp011
1,it will keep covid19 away,tp011
0,this wouldbe goodbecause weneedtobprotectthenvironment bcauseits n,tp011
1,-,tp011
0,yuh,tp011
3,i want to make sure that everyone is safe,tp011
2,i dont care,tp011
0,export earnings,tp011
2,-,tp011
3,cause covid is scary and people could die,tp011
0,there were too many tourists negatively affecting the experience for visitors and kiwis,tp011
1,causewhy not,tp011
3,animals could be hurtand damaged,tp011
2,-,tp011
0,-,tp011
1,-,tp011
2,i dont cear,tp011
1,i think that it would be good because then the enviroment will be taken care of more.,tp011
4,angry,tp011
0,-,tp011
1,dzhaagdu,tp011
4,-,tp011
0,-,tp011
2,idk,tp011
2,idk,tp011
2,urdumb,tp011
2,r super dumb u egg head,tp011
2,poo,tp011
0,nzers should have the right before none else,tp011
1,hello,tp011
1,our land needs time to heal,tp011
2,i dont relly under stand it,tp011
0,-,tp011
1,-,tp011
3,-,tp011
0,-,tp011
0,im excited beacus i can see my two puppys when we gethome,tp011
3,-,tp011
3,im worried for all the animals that aree being hurt,tp011
1,it will be good for the enviroment and may help more trees grow.,tp011
1,it will help native anials that are endangered not be endangered. same with trees!,tp011
4,MY BROTHERS ANOYING!,tp011
2,qwertyuiopasdfghjklzxcvbbm,tp011
1,i dont know,tp011
3,people will g o mad,tp011
0,less people less damage,tp011
3,a lot of people depend on tourism.,tp011
4,not a good idea!,tp011
4,-,tp011
3,too many people depend on tourism and international arrivals fortheirlivelihood. we need to educate to ensure clean green is maintained and valued,tp011
4,beans,tp011
4,-,tp011
2,i dont care,tp011
3,-,tp011
0,new zealand cannot sustainably cater for high tourist numbers,tp011
1,-,tp011
1,i think we should open the boarder,tp011
2,ummm just dont really care what the government does,tp011
0,banana,tp011
0,rsea,tp011
4,i acgGSFSFGGSFQGSFGSFSFFSFFSFQFFFFQJFF,tp011
2,-,tp011
2,i dont really understand,tp011
2,-,tp011
0,there will an influx of people wearing masks and using dispoable water bottle. these items have a high chance of ending up in our environment causing imbalancein the ecosystems,tp011
3,want us to look after our counrty and nvironment carefully,tp011
1,-,tp011
2,gshaxbsgx,tp011
1,-,tp011
1,-,tp011
4,our tourist sector will need as much help as itcan get to recover from covid 19,tp011
3,-,tp011
4,poo,tp011
0,hi im dan and i fart alot,tp011
2,pahahahahahahahahahahahahahahahhshshshshshahahahhhhshahahahahaha,tp011
0,i think im a dog,tp011
4,-,tp011
0,-,tp011
1,-,tp011
1,sussy,tp011
4,ur mums fat,tp011
1,we dont know how its going to pan out,tp011
1,We shoudnt limit it to much but reducing it a bit might help a bit,tp011
3,im worried about future outbreaks and a break from tonnes f tourists wuld help Aotearoa breath again. Though hopeful to become a tourist hotspot sometime in future!,tp011
3,This may effect NZ  enviroment future,tp011
0,-,tp011
1,-,tp011
3,-,tp011
3,-,tp011
3,-,tp011
0,let' s take the opportunity to rethink what is important and not be driven solely by commercial interests,tp011
2,gadhxvkcbnf,tp011
1,It is nice having less people cluttering  our popular tourism areas,tp011
0,family,tp011
4,friends dont like meand idk why,tp011
4,-,tp011
0,i think thats a great idea because we need to look after nz,tp011
1,think its a good idea because it will keep wellington safer.,tp011
1,deez nutd,tp011
2,-,tp011
3,we should bring in more people as it will be good for the economy. as long as they are respectful.,tp011
1,less emissions from travel and less single use items from people living on the road,tp011
2,because i dont care,tp011
1,-,tp011
1,our beautiful places are over run,tp011
2,we need money,tp011
4,it suks,tp011
3,i am really broke,tp011
0,id  be yoefvghchgxs,tp011
0,-,tp011
0,-,tp011
1,we think it s good tolimit tourists so we dont introduce new things  we have seen how well the earth has done without travel. but i want to see my grand perants,tp011
3,-,tp011
1,-,tp011
2,i don't really know about about this,tp011
1,Less travel means  less carbon emmisions and we are running out of time so we need tosuckit upand start makinga difference! Whos fault was it in the first place? HUH!?,tp011
1,Less travel limts the risks of more outbreaks of covid which means we will be able to do more thibgs,tp011
4,-,tp011
3,-,tp011
0,becauseitis sunny,tp011
4,the amount of dead trees i see a day is terrible.,tp011
3,-,tp011
3,i think i am scared,tp011
1,l want my family to visit,tp011
3,-,tp011
0,having better bordes is better,tp011
1,i think international travel to the level we used to seeis not environmentally sustainable. carbon emmissions etc,tp011
2,-,tp011
1,-,tp011
3,i think that the newzealand torism idustry isone on the biggestindustrys in new zealand,tp011
1,Once it's gone  - it's gone,tp011
0,I like animals and plants,tp011
1,-,tp011
4,i think that is wrong,tp011
4,that i wrong,tp011
4,-,tp011
4,-,tp011
3,-,tp011
0,hhhzjsjddbcf             jhgjh              vhhfhhc         jjvbbgrvhjhbvgthghghghghhhgjdkfkkj bnnfvfggghjbfmklvvfnnmncbxcvxbfsdjm      nfvvfvrhjfhcxsgghghghghhjczhjjkfkdlvnfvdbvkf gvjgbfjhjddfsjdvfhkvvdvvfdfnbmcvzbndnzvbnnbbnfxxv  zcxzvv    vv    bjdhsvjcffhgevrfrvgvggjhghvbfg,tp011
2,i love foot,tp011
1,-,tp011
2,foot,tp011
2,im a foot,tp011
2,-,tp011
2,-,tp011
2,tepap i love it like a 40 feet toll siren head,tp011
2,foot,tp011
2,blah blah blah im a dic,tp011
1,i am hopeful bcause te papas is finallyexciting,tp011
3,that every body should stay safe for a while because you never kno what might happen.this virus is very serious and i think we should respct each other in every way.,tp011
4,angry,tp011
4,oh god,tp011
4,-,tp011
4,fuck,tp011
0,-,tp011
4,shit,tp011
3,we need the revenue to get started again,tp011
2,-,tp011
2,-,tp011
0,we should share,tp011
0,we should share,tp011
3,covid will take over,tp011
4,bc no,tp011
0,i dont know,tp011
0,makes sense to support gradual integration of travel internationally,tp011
3,-,tp011
2,its boring,tp011
2,bc idk,tp011
1,IDK,tp011
0,-,tp011
0,-,tp011
2,IDK,tp011
3,we need outside revenue,tp011
1,-,tp011
1,-,tp011
2,fuck shit,tp011
0,good,tp011
0,we need to protect our whenua,tp011
2,itsfine dosnt realy matter,tp011
1,Mr. Bombastic     and that is why he fantastic,tp011
1,-,tp011
1,i feel hopeful because  i wish to instill hope in this idea even though it could cost the tourist economy a lot,tp011
1,yeaggod,tp011
4,Mr. lova lova  be so cool,tp011
0,we need tourism te more sustainable andless impact on our environment,tp011
2,-,tp011
1,-,tp011
1,-,tp011
1,beacause its good,tp011
2,we use too much poison,tp011
1,we need to do something different . the old way is broken,tp011
0,tourism shoud be limited,tp011
2,i dont really understand because im just  a  kid  so yeah!!!!!,tp011
1,-,tp011
1,-,tp011
1,-,tp011
1,our country has limited resources and we need to conservet hem,tp011
4,stupid. goback to nrmal,tp011
2,-,tp011
4,fussterd and stresst sorry icant spell that good,tp011
2,-,tp011
0,happy thinking about that exciting thing,tp011
2,-,tp011
2,mad saying ugh heps and i dont care a lot just angry too and worried i guess,tp011
1,thinking about a person and looking out for people just making people happy and belives in everything and everyone loves them because the way they are,tp011
2,-,tp011
0,-,tp011
0,-,tp011
0,evryone will have a better experience if our beautiful places arent crowded nature disney lands.  the environment shouldnt be loved to death,tp011
0,-,tp011
1,-,tp011
1,because,tp011
3,-,tp011
0,get to see my famlly,tp011
2,idcdftnk,tp011
1,because if here is alot of people then one may have covid and bribg it here,tp011
1,i thnk it will be fun to see family again,tp011
0,whenua before profits,tp011
0,we shod do it (;,tp011
1,it will be safer for us all,tp011
0,dad  is cool,tp011
3,about dad pooping in his pants,tp011
1,about being dum,tp011
3,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
3,-,tp011
3,its one of our biggest national incomes... we need the money now more than ever,tp011
3,-,tp011
3,-,tp011
2,yes n no,tp011
1,to help keep nz ecosystems safe its a good idea,tp011
1,-,tp011
3,Limit to quality tourists who value our environment.,tp011
1,-,tp011
1,the environmentl impat of tourism outweighs the economic benefits.,tp011
0,needto protect the environment,tp011
0,protects our environment,tp011
4,sFVGH,tp011
1,-,tp011
1,i think we need to protect what cant protect itself,tp011
3,we need tourists part of or recovery but we dont need freedom campers,tp011
3,-,tp011
3,because we can look afterthe environmen without losing billions of dollars,tp011
0,good,tp011
1,-,tp011
4,-,tp011
0,i think becase i love to pony ride and you can come to.,tp011
0,Large numbers of tourists are simply not sustainable. New Zealand is not a theme park! The long term damage hugely outweighs the short term financial gain.,tp011
1,-,tp011
1,I believe tht land should besectioned fir differebt activitiesto maximise conservation value and minimise environmental impct. Tourism is one aspect of this. If we could utilise our existing tourism areas more efficiently we will preserve our taonga in conservation areas.,tp011
0,vo,tp011
2,-,tp011
1,learn from past do better moving forwa,tp011
4,-,tp011
4,njjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj,tp011
3,increases risk,tp011
3,distroy and go back to normal,tp011
0,-,tp011
4,-,tp011
0,so then covid stays out fight for our freedoms,tp011
0,stop the sread,tp011
1,see  family,tp011
1,people get to go were ever they want to go and hopefuly they have fun,tp011
3,-,tp011
3,-,tp011
0,first time,tp011
0,Tourists dont care as much about our whenua as we do. Stop freedom campers.,tp011
0,its a good idea took keep count,tp011
1,with careful planning and inforstructure wecan prepare and ensure our whenua is unharmed,tp011
0,-,tp011
1,-,tp011
1,our environment is moreimportant than economic growth,tp011
1,-,tp011
1,limit tourism and increase refugee quota,tp011
2,-,tp011
3,restrictions  and  screening is important,tp011
0,tourism is great for our economy but needs to be restricted to protect our environment.,tp011
1,-,tp011
2,Give me sum kina gewl,tp011
2,i should get head,tp011
1,ho,tp011
2,i have nothbvbvbv h h,tp011
1,-,tp011
2,shrek is col,tp011
1,-,tp011
1,brids,tp011
0,-,tp011
0,-,tp011
0,we are the guardins whomust protect nz,tp011
1,nikora,tp011
3,-,tp011
1,by limiting the numbers we should help protect our environment,tp011
0,-,tp011
1,-,tp011
2,-,tp011
1,dad is a big fat poop,tp011
1,-,tp011
0,it wuld be great,tp011
1,-,tp011
1,we need to be positive,tp011
2,yeet,tp011
2,-,tp011
2,sungwoo loves to eat hh,tp011
0,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,some people want to see over sea family,tp011
4,ME ITS ALL ABOUT ME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,tp011
1,As kaitiaki of the whenua - we have a responsiblity to look after our environment. Money from tourism will never bringback what is already gone.,tp011
0,drastic measures are needed in order to preserve our native and endemic flora and fauna. limiting tourists on tracks is a great way to reduce stress on the environment. tourism and the economy should take a back seat to environmentalism and preservation of habitat.,tp011
0,-,tp011
1,-,tp011
1,we just need to stop and protectwhat we take for granted,tp011
1,i hope wecan find other ways to make money i think it will be a bit ruff at first as 20.1 of nz money comes from toristism but i am keen.,tp011
3,-,tp011
0,ur ga what now,tp011
1,-,tp011
3,econoic cosiderations,tp011
1,-,tp011
0,-,tp011
0,-,tp011
2,the worls shoud get back to narmak,tp011
1,-,tp011
0,-,tp011
1,-,tp011
3,iwil shit myself son,tp011
1,-,tp011
0,-,tp011
0,it good,tp011
1,-,tp011
0,yes.,tp011
4,too many bloody aussies,tp011
1,i think that it makes me hopeful because it protects our nature,tp011
0,i fel excited because okay,tp011
0,because its cool,tp011
3,i feel worried about this matter because of delta and covid,tp011
2,because ive been here so many times,tp011
2,meh,tp011
1,bum,tp011
4,oop,tp011
1,limitig who goes were especially in areas where native specie are kept is tge best way of keeping them safe,tp011
1,-,tp011
1,-,tp011
0,everybody can see nz,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,LIMITED RESOURCE. LIMITED EXPOSURE. LIMITED RISK,tp011
1,i think we should not be having any tourists until we are atleast 97percent vacinated in NZ  . Then only vacinated tourist.,tp011
0,our enviroment is unique and deserves to be protected from over use,tp011
0,worth protecting,tp011
0,we should limit numbers in certain areas,tp011
1,IT is a great idea. KEEP IT UP!,tp011
3,-,tp011
1,-,tp011
1,protect both nature and economy,tp011
1,we need to protectwhat wealready have,tp011
1,-,tp011
1,-,tp011
3,-,tp011
3,tourists are important to our economy,tp011
3,-,tp011
3,I think it will make New Zealand look exclusive. Tourists are not the only ones that could effect our enviroment. New Zealanders could too.  We also could make tourists think that New Zealand is not very welcoming. We should want as many people as possible to experiance our,tp011
3,I think we could make other changes to protect the enviroment other than restricting tourism.,tp011
1,TH????T ?ÝS C??L,tp011
4,-,tp011
4,-,tp011
4,ijgghggy,tp011
4,hjdjjsjs,tp011
4,xvhdh,tp011
4,vhhghttf,tp011
4,i qwertyuiopasdfghjklzxcvbnm,tp011
1,we need to ensure we manage our resources sustainablyabd protect our unique narural assets.,tp011
2,-,tp011
4,the more the merrier,tp011
2,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,i think so because it is better for us and mother earth,tp011
0,-,tp011
1,yes i think we should limit some areas to preserve them for future generations,tp011
1,i think this is good idea to help the future,tp011
1,so we can have a beter inviroment.,tp011
3,-,tp011
2,-,tp011
1,ithink that we are doingagraet      job,tp011
1,-,tp011
1,-,tp011
3,-,tp011
1,we should limit to the amount of toursit that can help contibute to the eccomon. But not too much people so we can help asssit our enviment. so tis is gooddecesion,tp011
3,i think that the primary nz industry that harms the environment is agricutral and horticultral. i believe that educatig tourists about being environmentally conscious and respectful is a much better idea than limiting access to nz and its rich culture and stories.,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,i havent been  to a noher  contry fr a vry long  tim,tp011
4,because havingt ourist is fun,tp011
4,-,tp011
3,tourist money pays for the projects which rebuild the environment,tp011
1,-,tp011
1,that the world will become a better please,tp011
1,Because if we limit tourist numbersless plastic drink bottles will b bought and dumped on the ground and blown into the ocean.,tp011
1,save the birds!!!!!!!!!!!!,tp011
0,getting back to reality too much  misinformation ie news media and the internet.,tp011
1,it wouldbe  good butwe need to keep NZ SAF,tp011
4,cheese  is unapropriate to eat without mold,tp011
4,too many pinapples in the river sytems. They making me sad.,tp011
3,Children should not be allowed to eat takeaways until they pass thesquid game,tp011
1,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,tp011
2,it doesnt bother me,tp011
0,its goooooood,tp011
1,its good,tp011
1,-,tp011
1,being a gangsta  is gangsta,tp011
0,-,tp011
1,kill rats and stuff,tp011
4,i hate the pests thay stink!!!!!,tp011
0,Because too many tourists place pressureonour environment through the waste they and the impact on the delicate landscape they travel  through,tp011
0,great idea. we need to manage it properly but we need toget theball rolling so we can benifit our economy.,tp011
0,so then New Zealand has less of a chance of going back into major lockdown again,tp011
1,cool,tp011
0,-,tp011
3,beacause i really like going around and doing stuff around nature but i would know it's for a good cause,tp011
2,beause I'm a kid and it is boring,tp011
0,-,tp011
1,I hope that when this is all over with we can come back to some sort of normal,tp011
1,i hope that we can keep our enviourment as good as it is now for  a long time but still let others enjoy our enviourment,tp011
1,I think it is a great idea. Not too many people should be entering NZ all at the same time. It is to keep us and our whanau safe. I am excited for my grandmother to come back from Colombia.,tp011
1,i think with less people it will be better,tp011
1,Everyone should get a chance to come to NZ. For our safety we should limit the ammount of people coming into the country because of COVID-19. When the border opens my granmother will be able to come back from Colombia. I have high hopes for this idea.,tp011
1,becuse we should take more actshinto the invirerment,tp011
1,i think we should take further action to make sustainable energy sources availble to everyone,tp011
1,the bees make plants grow without bees orvplants we will dieand i was the one who sent the other one likethis on,tp011
2,gghub,tp011
1,bnn,tp011
2,KAKA,tp011
0,-,tp011
4,-,tp011
0,because nz native species should be a priority for all new zealanders. our environment is what makes us so unique and we should be proud of it.,tp011
1,-,tp011
1,-,tp011
0,go suck a dick,tp011
1,I think that people should  be allowed intoAotearoa but numbers should be limited.,tp011
0,we need to do more for ourenvironment,tp011
1,-,tp011
1,-,tp011
0,-,tp011
2,kefs,tp011
1,god will save us,tp011
0,they should give our land back!! #MANA,tp011
0,GIVE OUR LAND BACK,tp011
4,WHY WHY WHY WHY WHY WHY,tp011
1,my penis is bigger,tp011
3,becuase it will start to go down hill with to meany feet walking on the new growths that has just started to grow properly,tp011
1,it could be good,tp011
1,-,tp011
4,im really sngry and upset...... but not abut ths.......,tp011
0,-,tp011
1,sus,tp011
2,doesnt affect me,tp011
0,food,tp011
0,-,tp011
0,-,tp011
0,It's a great chance to reset our objectives regarding tourisim and our environment.,tp011
0,sussy,tp011
1,ehshdhuueeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeefhgghchfhgfgggghjbbbbbkkcdscscbhscbdkjcbdjcbjcdjscdsjcsdjcsdjsdjhdshsdkdsjkjjdsjsjhdsjhhdskjhsdkjhdskjdsjkshdjkjkskjhjkdshdskjhdsjkhdsjkjkhkjscdskjsdcsckjscsdhckjjdshkjsdhsdhdsckjhjcckjsdhjksdcdkcsjkhdsckjhcdskjhjcksckjdscjkdsckjcsdsd,tp011
0,wayyy to many people,tp011
0,sdgjhgsjfhchdifdskjhcksdjhsdjfsdhsddfhsjhdsjhcsdihsddhsdhifhihhdsjcdksjcndsjhdskhjsdkjhdskjhcsdjkskhjdskjcdjkdcsjkdcsjkcdbkjdcbjkdcsjdscjkbnbcdbdcbsdcbcdbzbcdsbksdcbdsjkcdbkbdcnmccbkbnzbcnzcnzcbdcbnzbsdjkdsdsskjdfsdkjsddshskjkckjbjksdjkdskkdssjdkhdscjksddskjsdjbkdskjjkdkdskcdsjks,tp011
1,sususmoogus,tp011
1,susus moogus,tp011
1,susus moogus,tp011
1,sususususususususususus mooooooooooooogggggggguuuuuuuusssdd,tp011
1,sussus moogus,tp011
1,-,tp011
4,covd is fake,tp011
1,too many tourists equals unacceptable env damage,tp011
1,-,tp011
2,-,tp011
1,a balance between human needs economy and safety to environment,tp011
1,I think they can fight another bird,tp011
0,-,tp011
4,more people will have to miss out becos thay dont get in,tp011
0,THAT IS A GREAT IDEA,tp011
4,-,tp011
0,-,tp011
2,i dont know,tp011
0,-,tp011
2,yo mum,tp011
3,I AM SCARED,tp011
3,-,tp011
3,-,tp011
3,more cases means we will need more icu beds,tp011
1,i think it will be good because tourists dont care much about someone elses home land,tp011
1,tourists sometimes examine and/or touch things thatwill harmthe environment.,tp011
1,need tourism but controlled,tp011
1,-,tp011
1,i think we need tourism but controlled,tp011
4,gxuvsad,tp011
0,ithink it cool ass,tp011
0,birthday,tp011
0,-,tp011
0,I think that it will be good for the country,tp011
3,because i dont want covid to come back,tp011
1,nz will get all vaccinated  well and the country will be at no more levels i hope.,tp011
0,-,tp011
4,covid is so anoying and it has been stuck with us for a long time.,tp011
0,im not getting the experimental clot shot. keep our boarders closed,tp011
1,-,tp011
3,-,tp011
0,because care,tp011
3,I REALLY WANT NEW ZEALAND TO BE A NO COVID PLACE SO LETS KEEP IT UP NZ AND KEEP TRYING HARD EVERYONE!,tp011
1,-,tp011
0,-,tp011
0,I can do fun things without covid trying to be a party pooper,tp011
0,I can do fun things without covid ruining everythig for me,tp011
1,-,tp011
0,Iwant myfriends and familyto visit and i want to travel,tp011
3,i am from overseas. those restrictions are quite worried as we and my family cant travel as much asbefore,tp011
1,that we need to be positve and hopeful push through covid ;),tp011
2,veause idibt ag,tp011
2,cfcggffgddd i dont care,tp011
1,because if we all work together we can save the environment,tp011
1,so that we can keep our beautifl country looking amzing,tp011
0,-,tp011
4,cos we have been made fearful for noreason,tp011
1,we should try to stay safe and welcome visitors when it is safe to do so,tp011
1,-,tp011
1,i think this is a good idea. we need to take care of our environment before we can allow our economy to grow.,tp011
0,because New Zealands money rate will go up,tp011
1,we should limit numbers to tourusts cause its important to keep our animals safe,tp011
4,y© n????d t st?rt ?t hm?? by r??d©c©ng r ??l?©m?©n?t?©ng w?t??r pll©t?©n due t pr?©m?ry ?©nd©stry v??r©s?? f n?©tr?t?? f??rt?©l?©s??rs p??st?©c?©d??s h??rb?©c?©d??s ?nd f©ng?©c?©d??s.,tp011
0,i think this will keep newzealand healthy.,tp011
1,ffhh,tp011
4,-,tp011
1,-,tp011
2,-,tp011
2,-,tp011
2,-,tp011
4,-,tp011
1,-,tp011
2,-,tp011
1,-,tp011
1,i hope that because yheb,tp011
2,why should i,tp011
2,i do not cear,tp011
1,-,tp011
1,-,tp011
3,-,tp011
3,sdghjk,tp011
1,-,tp011
1,ur mom,tp011
1,beans,tp011
0,-,tp011
1,ill see  my cuzins in ausse,tp011
2,i am dead lmao,tp011
0,-,tp011
1,-,tp011
1,-,tp011
0,-,tp011
1,-,tp011
1,-,tp011
1,-,tp011
0,-,tp011
0,it will limit pollution and pressure on our infrastruture. it will lead to more sustainable tourism.,tp011
0,-,tp011
0,-,tp011
3,keeping the boarders closed is the only way to control covid and keep tabs on it,tp011
1,yaaaass queen save the turtles XD,tp011
0,yay no people #covid,tp011
0,-,tp011
0,this place is so cool i love the birds,tp011
1,f this,tp011
1,that te papa    didnt get close !,tp011
0,cooooooollllllll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,tp011
4,aaaaaaaAAAAAAAAAAnnnnnnnnnnnnnnnnNNNNNNNNNNNNNNNggggggggggggggggGGGGGGGGGGGGGGGrrrrrrrrrrrrrrrrrrrrrrrRRRRRRRRRRRRRRRRyyyyyyyyyyyyyyyyyyYYYYYYYYYYYYYYYYYYYYYY,tp011
3,issac,tp011
0,cooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool!,tp011
0,te papa is the best!,tp011
0,Fe4rL3LLS,tp011
1,because no one gives 2 sh**,tp011
0,yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy!,tp011
0,this is our chance to redesign tourism to support the land rather than damage it  .,tp011
4,-,tp011
1,it will make nz feel more safe,tp011
0,so we can get back to life with covid,tp011
1,we need people for are money,tp011
3,-,tp011
0,tourism is a relatively low wage industry. we can do better.,tp011
0,we need to protect nzs beautifulenvironment. once its gone its gone forever,tp011
1,-,tp011
3,-,tp011
0,not sure,tp011
1,-,tp011
1,-,tp011
3,we need to reinvent new zealand away fron tourism,tp011
1,to perserve our natural wonders,tp011
0,we aresocial we need to be socialising in all differentways,tp011
3,i think sometimes,tp011
1,hopeful for large numbers to come enjoy our beautiful country,tp011
3,ummmm,tp011
0,because i am in wellington,tp011
2,my name is nznxjdjjjkdjbadknm__;($_#@$,tp011
4,i feel dumb ahhhhh,tp011
3,ybjsjsxbjs,tp011
4,agfdsashjjk,tp011
3,hi,tp011
2,i'm a kid so i i dont care,tp011
1,gggggg,tp011
0,poo,tp011
0,hguefwglgjjgdg,tp011
0,IM EXCITED,tp011
1,-,tp011
1,-,tp011
0,it would be fun,tp011
4,i have no ideas,tp011
4,tourists help our economy but if the tourist spots are ruined then there will be no tourists,tp011
0,BECAUSE YOU CAN GO TO OTHER PLACES,tp011
1,because people  with covid 19 can get better and see their families,tp011
1,-,tp011
3,Although tourism can negatively   affect the environment it is neccesary for our economy and helps to sustain local communitys. However I think we should still block off some areas of our environment so as to preserve it.,tp011
1,good and bad,tp011
0,yo,tp011
2,-,tp011
1,ghjvlwzp,tp011
4,ggfjdsfdfsf vvdf  fdhhdfhdfdfh bdfsffshf,tp011
1,-,tp011
1,-,tp011
2,poop,tp011
4,pooooop,tp011
2,think that we should be a poop head should we sheeeeeeeeeeeeeeeeeeeeeeesh,tp011
2,poooooooooooooooooooooooooooop,tp011
1,pooooooooooooppopopopopopopo,tp011
3,im worred because i hav something to talk about u u are a dumd head thats all thank you,tp011
4,&-;:-(+$_-287$-748,tp011
3,jhzfethgfgfjdhsfgNSFDFSSFJMSDHJMVSDfsdfDFSdsFSDFSDhsdHGSDGH-fssfsdfaasghhgsjahjkhsadad@$+'#@+-+-@#+-',tp011
1,jjchibihbisbjfijbscdechtctkxjqqpjhcb-_'_-7-_+_;_;+$#,tp011
3,cfrciuhojx,tp011
2,hi my name is my  namef,tp011
4,hheeg,tp011
2,so,tp011
0,-,tp011
1,We need to look after ourselves and NZ first.,tp011
3,willa #### smelly toes,tp011
